"Fur Elise","2/4","125" #notes derived from this sheet music https://musescore.com/user/2423821/scores/6647035/piano-tutorial
"piano","c","string"
"e5",.25,0.5,500,False, #1
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"b4",.25,0.5,500,False
"d5",.25,0.5,500,False
"c5",.25,0.5,500,False
"a4",.0,0.5,1000,False
"a2",.25,0.5,500,False, #2
"e3",.25,0.5,500,False
"a3",.25,0.5,500,False
"c4",.25,0.5,500,False
"e4",.25,0.5,500,False
"a4",.25,0.5,500,False
"b4",.0,0.5,1000,False
"e2",.25,0.5,500,False, #4
"e3",.25,0.5,500,False
"g-3",.25,0.5,500,False
"e4",.25,0.5,500,False
"g-4",.25,0.5,500,False
"b4",.25,0.5,500,False
"c5",.0,0.5,1000,False
"a2",.25,0.5,500,False, #5
"e3",.25,0.5,500,False
"a3",.25,0.5,250,False
"e4",.25,0.5,250,False
"e5",.25,0.5,500,True
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"b4",.25,0.5,500,False
"d5",.25,0.5,500,False
"c5",.25,0.5,500,False
"a4",.0,0.5,1000,False
"a2",.25,0.5,500,False, #6
"e3",.25,0.5,500,False
"a3",.25,0.5,500,False
"c4",.25,0.5,500,False
"e4",.25,0.5,500,False
"a4",.25,0.5,500,False
"b4",.0,0.5,1000,False
"e2",.25,0.5,500,False, #7
"e3",.25,0.5,500,False
"g-3",.25,0.5,500,False
"e4",.25,0.5,500,False
"c5",.25,0.5,500,False
"b4",.25,0.5,500,False
"a4",.00,0.5,1000,False
"a2",.25,0.5,500,False
"e3",.25,0.5,250,False
"a3",1.25,0.5,250,False
"e5",.25,0.5,500,True, #8
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"b4",.25,0.5,500,False
"d5",.25,0.5,500,False
"c5",.25,0.5,500,False
"a4",.0,0.5,1000,False
"a2",.25,0.5,500,False, #9
"e3",.25,0.5,500,False
"a3",.25,0.5,500,False
"c4",.25,0.5,500,False
"e4",.25,0.5,500,False
"a4",.25,0.5,500,False
"b4",.0,0.5,1000,False
"e2",.25,0.5,500,False, #10
"e3",.25,0.5,500,False
"g-3",.25,0.5,500,False
"e4",.25,0.5,500,False
"g-4",.25,0.5,500,False
"b4",.25,0.5,500,False
"c5",.0,0.5,1000,False
"a2",.25,0.5,500,False, #11
"e3",.25,0.5,500,False
"a3",.25,0.5,250,False
"e4",.25,0.5,250,False
"e5",.25,0.5,500,True
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"b4",.25,0.5,500,False
"d5",.25,0.5,500,False
"c5",.25,0.5,500,False
"a4",.0,0.5,1000,False
"a2",.25,0.5,500,False, #12
"e3",.25,0.5,500,False
"a3",.25,0.5,500,False
"c4",.25,0.5,500,False
"e4",.25,0.5,500,False
"a4",.25,0.5,500,False
"b4",.0,0.5,1000,False
"e2",.25,0.5,500,False, #13
"e3",.25,0.5,500,False
"g-3",.25,0.5,500,False
"e4",.25,0.5,500,False
"c5",.25,0.5,500,False
"b4",.25,0.5,500,False
"a4",.00,0.5,1000,False
"a2",.25,0.5,500,False, #14
"e3",.25,0.5,500,False
"a3",.25,0.5,500,False
"b4",.25,0.5,500,False
"c5",.25,0.5,500,False
"d5",.25,0.5,500,False
"c3",.00,0.5,500,False, #15
"e5",.25,0.5,1000,False
"g3",.25,0.5,500,False
"c4",.25,0.5,500,False
"g4",.25,0.5,500,False
"f5",.25,0.5,500,False
"e5",.25,0.5,500,False
"g2",.00,0.5,500,False, #16
"d5",.25,0.5,1000,False
"g3",.25,0.5,500,False
"b3",.25,0.5,500,False
"f4",.25,0.5,500,False
"e5",.25,0.5,500,False
"d5",.25,0.5,500,False
"a2",.0,0.5,500,False, #17
"c5",.25,0.5,1000,False
"e3",.25,0.5,500,False
"a3",.25,0.5,500,False
"e4",.25,0.5,500,False
"d5",.25,0.5,500,False
"c5",.25,0.5,500,False
"b4",.00,0.5,1000,False
"e2",.25,0.5,500,False
"e3",.25,0.5,500,False
"e4",.25,0.5,500,False
"e4",.25,0.5,500,False
"e5",.25,0.5,500,False
"e4",.25,0.5,500,False
"e5",.25,0.5,500,False
"e5",.25,0.5,500,False
"e6",.25,0.5,500,False
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"d-5",.25,0.5,500,False
"e5",.25,0.5,500,False
"b4",.25,0.5,500,False
"d5",.25,0.5,500,False
"c5",.25,0.5,500,False
"a4",.0,0.5,1000,False
"a2",.25,0.5,1000,False
